2025-05-26 01:04:10.871 [nacos-grpc-client-executor-127.0.0.1-4795] INFO  com.alibaba.nacos.common.remote.client - [6b9a4a87-463a-424a-b7ea-3c76e6842640] Receive server push request, request = NotifySubscriberRequest, requestId = 13
2025-05-26 01:04:12.284 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
2025-05-26 01:04:12.284 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
2025-05-26 01:04:12.284 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
2025-05-26 01:04:12.285 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
2025-05-26 01:04:12.285 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
2025-05-26 01:04:12.285 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - Shutdown naming grpc client proxy for  uuid->6b9a4a87-463a-424a-b7ea-3c76e6842640
2025-05-26 01:04:12.285 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@76fb7afa[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 3746]
2025-05-26 01:04:12.286 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown rpc client, set status to shutdown
2025-05-26 01:04:12.286 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@13ec7cc4[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2025-05-26 01:04:12.286 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Close current connection 1748181298092_127.0.0.1_54486
2025-05-26 01:04:12.289 [nacos-grpc-client-executor-127.0.0.1-4798] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - [1748181298092_127.0.0.1_54486]Ignore complete event,isRunning:false,isAbandon=false
2025-05-26 01:04:12.306 [SpringApplicationShutdownHook] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@706c2b20[Running, pool size = 6, active threads = 0, queued tasks = 0, completed tasks = 4822]
2025-05-26 01:04:12.306 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - shutdown and remove naming rpc client  for uuid ->6b9a4a87-463a-424a-b7ea-3c76e6842640
2025-05-26 01:04:12.306 [SpringApplicationShutdownHook] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - [null] CredentialWatcher is stopped
2025-05-26 01:04:12.307 [SpringApplicationShutdownHook] INFO  c.a.n.client.auth.ram.identify.CredentialService - [null] CredentialService is freed
2025-05-26 01:04:12.307 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
